t,F_meas_N,speed_mps,mode,delta_m
10.6700,6.0004,0.1500,CONTACT,0.00598
10.6800,5.9931,0.1500,CONTACT,0.00598
10.6900,5.8239,0.1500,CONTACT,0.00600
10.7000,5.9314,0.1500,CONTACT,0.00601
10.7100,5.8953,0.1500,CONTACT,0.00602
10.7200,6.3246,0.1500,CONTACT,0.00598
10.7300,6.1145,0.1500,CONTACT,0.00597
10.7400,5.9655,0.1500,CONTACT,0.00597
10.7500,5.8186,0.1500,CONTACT,0.00599
10.7600,6.2222,0.1500,CONTACT,0.00597
10.7700,5.8855,0.1500,CONTACT,0.00598
10.7800,6.2184,0.1500,CONTACT,0.00596
10.7900,6.0238,0.1500,CONTACT,0.00595
10.8000,5.8698,0.1500,CONTACT,0.00597
10.8100,5.7838,0.1500,CONTACT,0.00599
10.8200,6.0958,0.1500,CONTACT,0.00598
10.8300,6.0743,0.1500,CONTACT,0.00597
10.8400,5.8105,0.1500,CONTACT,0.00600
10.8500,5.6218,0.1500,CONTACT,0.00604
10.8600,5.9716,0.1500,CONTACT,0.00604
10.8700,5.9159,0.1500,CONTACT,0.00605
10.8800,5.9398,0.1500,CONTACT,0.00606
10.8900,5.9754,0.1500,CONTACT,0.00606
10.9000,5.7333,0.1500,CONTACT,0.00609
10.9100,6.0735,0.1500,CONTACT,0.00608
10.9200,6.3838,0.1500,CONTACT,0.00604
10.9300,6.3272,0.1500,CONTACT,0.00600
10.9400,5.9185,0.1500,CONTACT,0.00601
10.9500,6.1829,0.1500,CONTACT,0.00599
10.9600,5.8448,0.1500,CONTACT,0.00601
10.9700,6.0350,0.1500,CONTACT,0.00600
10.9800,5.6878,0.1500,CONTACT,0.00604
10.9900,6.2497,0.1500,CONTACT,0.00601
11.0000,5.8937,0.1500,CONTACT,0.00602
11.0100,6.0673,0.1500,CONTACT,0.00602
11.0200,5.6539,0.1500,CONTACT,0.00605
11.0300,5.9354,0.1500,CONTACT,0.00606
11.0400,6.1724,0.1500,CONTACT,0.00604
11.0500,6.0219,0.1500,CONTACT,0.00604
11.0600,6.1301,0.1500,CONTACT,0.00602
11.0700,5.9777,0.1500,CONTACT,0.00603
11.0800,6.1800,0.1500,CONTACT,0.00601
11.0900,5.8957,0.1500,CONTACT,0.00602
11.1000,6.4265,0.1500,CONTACT,0.00597
11.1100,5.9891,0.1500,CONTACT,0.00597
11.1200,5.9439,0.1500,CONTACT,0.00598
11.1300,6.2052,0.1500,CONTACT,0.00596
11.1400,6.3320,0.1500,CONTACT,0.00592
11.1500,6.2510,0.1500,CONTACT,0.00589
11.1600,5.6234,0.1500,CONTACT,0.00593
11.1700,5.8686,0.1500,CONTACT,0.00595
11.1800,5.9011,0.1500,CONTACT,0.00596
11.1900,5.6791,0.1500,CONTACT,0.00599
11.2000,6.0930,0.1500,CONTACT,0.00598
11.2100,5.8980,0.1500,CONTACT,0.00600
11.2200,5.8133,0.1500,CONTACT,0.00602
11.2300,6.0043,0.1500,CONTACT,0.00602
11.2400,6.5073,0.1500,CONTACT,0.00596
11.2500,5.9538,0.1500,CONTACT,0.00596
11.2600,5.9381,0.1500,CONTACT,0.00597
11.2700,6.3732,0.1500,CONTACT,0.00593
11.2800,5.8361,0.1500,CONTACT,0.00595
11.2900,6.0019,0.1500,CONTACT,0.00595
11.3000,6.0868,0.1500,CONTACT,0.00594
11.3100,6.1707,0.1500,CONTACT,0.00592
11.3200,6.0025,0.1500,CONTACT,0.00592
11.3300,5.9248,0.1500,CONTACT,0.00593
11.3400,5.6465,0.1500,CONTACT,0.00597
11.3500,6.3104,0.1500,CONTACT,0.00593
11.3600,5.9798,0.1500,CONTACT,0.00593
11.3700,6.2961,0.1500,CONTACT,0.00590
11.3800,5.7919,0.1500,CONTACT,0.00592
11.3900,5.8042,0.1500,CONTACT,0.00595
11.4000,6.1278,0.1500,CONTACT,0.00593
11.4100,6.0441,0.1500,CONTACT,0.00593
11.4200,5.4955,0.1500,CONTACT,0.00598
11.4300,5.9785,0.1500,CONTACT,0.00599
11.4400,6.2193,0.1500,CONTACT,0.00596
11.4500,5.7389,0.1500,CONTACT,0.00599
11.4600,6.1645,0.1500,CONTACT,0.00597
11.4700,6.1559,0.1500,CONTACT,0.00595
11.4800,6.0170,0.1500,CONTACT,0.00595
11.4900,6.1282,0.1500,CONTACT,0.00594
11.5000,5.7732,0.1500,CONTACT,0.00596
11.5100,5.9776,0.1500,CONTACT,0.00597
11.5200,6.1236,0.1500,CONTACT,0.00595
11.5300,5.6667,0.1500,CONTACT,0.00599
11.5400,6.0353,0.1500,CONTACT,0.00599
11.5500,6.1090,0.1500,CONTACT,0.00597
11.5600,6.1821,0.1500,CONTACT,0.00595
11.5700,5.6511,0.1500,CONTACT,0.00599
11.5800,6.2393,0.1500,CONTACT,0.00597
11.5900,5.6204,0.1500,CONTACT,0.00601
11.6000,6.0346,0.1500,CONTACT,0.00600
11.6100,5.8449,0.1500,CONTACT,0.00602
11.6200,6.0085,0.1500,CONTACT,0.00602
11.6300,6.2619,0.1500,CONTACT,0.00599
11.6400,6.4065,0.1500,CONTACT,0.00595
11.6500,5.8481,0.1500,CONTACT,0.00596
11.6600,6.1859,0.1500,CONTACT,0.00594
11.6700,5.6010,0.1500,CONTACT,0.00599
11.6800,5.9621,0.1500,CONTACT,0.00599
11.6900,5.8870,0.1500,CONTACT,0.00600
11.7000,6.3836,0.1500,CONTACT,0.00596
11.7100,5.9434,0.1500,CONTACT,0.00597
11.7200,6.0447,0.1500,CONTACT,0.00596
11.7300,5.8720,0.1500,CONTACT,0.00598
11.7400,5.9778,0.1500,CONTACT,0.00598
11.7500,5.7228,0.1500,CONTACT,0.00601
11.7600,6.3267,0.1500,CONTACT,0.00597
11.7700,6.0872,0.1500,CONTACT,0.00596
11.7800,5.9374,0.1500,CONTACT,0.00597
11.7900,6.3197,0.1500,CONTACT,0.00593
11.8000,5.7281,0.1500,CONTACT,0.00597
11.8100,6.0399,0.1500,CONTACT,0.00596
11.8200,5.9153,0.1500,CONTACT,0.00597
11.8300,5.8231,0.1500,CONTACT,0.00599
11.8400,6.0173,0.1500,CONTACT,0.00599
11.8500,5.8476,0.1500,CONTACT,0.00600
11.8600,5.9246,0.1500,CONTACT,0.00601
11.8700,6.1966,0.1500,CONTACT,0.00599
11.8800,5.7514,0.1500,CONTACT,0.00602
11.8900,6.1190,0.1500,CONTACT,0.00601
11.9000,5.9521,0.1500,CONTACT,0.00601
11.9100,6.3145,0.1500,CONTACT,0.00598
11.9200,5.9543,0.1500,CONTACT,0.00598
11.9300,6.0250,0.1500,CONTACT,0.00598
11.9400,5.9693,0.1500,CONTACT,0.00598
11.9500,5.8641,0.1500,CONTACT,0.00600
11.9600,5.8710,0.1500,CONTACT,0.00601
11.9700,5.9116,0.1500,CONTACT,0.00602
11.9800,6.0027,0.1500,CONTACT,0.00602
11.9900,5.8540,0.1500,CONTACT,0.00604
12.0000,6.1298,0.1500,CONTACT,0.00602
12.0100,5.8036,0.1500,CONTACT,0.00604
12.0200,6.5511,0.1500,CONTACT,0.00598
12.0300,6.0217,0.1500,CONTACT,0.00598
12.0400,6.0412,0.1500,CONTACT,0.00598
12.0500,6.1336,0.1500,CONTACT,0.00596
12.0600,6.1140,0.1500,CONTACT,0.00595
12.0700,5.6805,0.1500,CONTACT,0.00598
12.0800,5.7209,0.1500,CONTACT,0.00602
12.0900,5.9153,0.1500,CONTACT,0.00602
12.1000,6.3159,0.1500,CONTACT,0.00599
12.1100,6.0092,0.1500,CONTACT,0.00599
12.1200,6.1562,0.1500,CONTACT,0.00597
12.1300,6.0615,0.1500,CONTACT,0.00596
12.1400,5.9888,0.1500,CONTACT,0.00597
12.1500,5.9187,0.1500,CONTACT,0.00597
12.1600,5.8033,0.1500,CONTACT,0.00600
12.1700,5.9698,0.1500,CONTACT,0.00600
12.1800,6.0065,0.1500,CONTACT,0.00600
12.1900,6.0635,0.1500,CONTACT,0.00599
12.2000,5.9711,0.1500,CONTACT,0.00600
12.2100,5.6674,0.1500,CONTACT,0.00603
12.2200,5.9408,0.1500,CONTACT,0.00604
12.2300,6.0428,0.1500,CONTACT,0.00603
12.2400,5.7660,0.1500,CONTACT,0.00606
12.2500,5.9176,0.1500,CONTACT,0.00607
12.2600,6.0324,0.1500,CONTACT,0.00607
12.2700,6.2372,0.1500,CONTACT,0.00604
12.2800,6.1028,0.1500,CONTACT,0.00603
12.2900,5.9732,0.1500,CONTACT,0.00603
12.3000,5.8399,0.1500,CONTACT,0.00605
12.3100,5.8331,0.1500,CONTACT,0.00607
12.3200,6.1959,0.1500,CONTACT,0.00605
12.3300,6.2473,0.1500,CONTACT,0.00602
12.3400,5.8932,0.1500,CONTACT,0.00603
12.3500,6.0653,0.1500,CONTACT,0.00602
12.3600,5.9807,0.1500,CONTACT,0.00602
12.3700,6.2216,0.1500,CONTACT,0.00600
12.3800,5.7172,0.1500,CONTACT,0.00603
12.3900,5.5564,0.1500,CONTACT,0.00608
12.4000,6.1416,0.1500,CONTACT,0.00606
12.4100,5.7404,0.1500,CONTACT,0.00609
12.4200,6.1010,0.1500,CONTACT,0.00608
12.4300,5.9772,0.1500,CONTACT,0.00608
12.4400,5.8665,0.1500,CONTACT,0.00610
12.4500,6.2358,0.1500,CONTACT,0.00607
12.4600,6.1183,0.1500,CONTACT,0.00606
12.4700,6.5664,0.1500,CONTACT,0.00600
12.4800,6.0340,0.1500,CONTACT,0.00599
12.4900,5.7654,0.1500,CONTACT,0.00602
12.5000,6.2314,0.1500,CONTACT,0.00599
12.5100,6.3348,0.1500,CONTACT,0.00596
12.5200,6.0756,0.1500,CONTACT,0.00595
12.5300,6.3913,0.1500,CONTACT,0.00591
12.5400,6.0139,0.1500,CONTACT,0.00590
12.5500,5.8944,0.1500,CONTACT,0.00592
12.5600,5.8891,0.1500,CONTACT,0.00593
12.5700,6.4101,0.1500,CONTACT,0.00588
12.5800,6.1305,0.1500,CONTACT,0.00587
12.5900,6.1807,0.1500,CONTACT,0.00585
12.6000,5.9375,0.1500,CONTACT,0.00585
12.6100,5.7758,0.1500,CONTACT,0.00588
12.6200,5.9052,0.1500,CONTACT,0.00589
12.6300,6.0048,0.1500,CONTACT,0.00589
12.6400,6.0884,0.1500,CONTACT,0.00588
12.6500,5.5870,0.1500,CONTACT,0.00593
12.6600,6.0266,0.1500,CONTACT,0.00592
12.6700,5.9341,0.1500,CONTACT,0.00593
12.6800,5.6394,0.1500,CONTACT,0.00597
12.6900,5.7756,0.1500,CONTACT,0.00599
12.7000,5.8367,0.1500,CONTACT,0.00601
12.7100,6.2105,0.1500,CONTACT,0.00599
12.7200,5.9949,0.1500,CONTACT,0.00599
12.7300,6.1011,0.1500,CONTACT,0.00598
12.7400,5.9230,0.1500,CONTACT,0.00599
12.7500,5.9744,0.1500,CONTACT,0.00599
12.7600,5.7175,0.1500,CONTACT,0.00602
12.7700,5.9247,0.1500,CONTACT,0.00603
12.7800,6.5498,0.1500,CONTACT,0.00597
12.7900,6.0551,0.1500,CONTACT,0.00596
12.8000,6.1767,0.1500,CONTACT,0.00594
12.8100,5.8019,0.1500,CONTACT,0.00597
12.8200,6.1650,0.1500,CONTACT,0.00595
12.8300,6.0583,0.1500,CONTACT,0.00594
12.8400,5.8883,0.1500,CONTACT,0.00595
12.8500,6.0465,0.1500,CONTACT,0.00595
12.8600,5.7637,0.1500,CONTACT,0.00597
12.8700,5.6823,0.1500,CONTACT,0.00601
12.8800,5.7073,0.1500,CONTACT,0.00604
12.8900,6.0394,0.1500,CONTACT,0.00604
12.9000,6.2373,0.1500,CONTACT,0.00601
12.9100,6.1428,0.1500,CONTACT,0.00600
12.9200,5.8786,0.1500,CONTACT,0.00601
12.9300,6.2651,0.1500,CONTACT,0.00598
12.9400,6.3616,0.1500,CONTACT,0.00594
12.9500,5.7920,0.1500,CONTACT,0.00596
12.9600,5.6300,0.1500,CONTACT,0.00600
12.9700,6.0078,0.1500,CONTACT,0.00600
12.9800,6.0647,0.1500,CONTACT,0.00600
12.9900,6.3663,0.1500,CONTACT,0.00595
13.0000,5.8468,0.1500,CONTACT,0.00597
13.0100,5.9657,0.1500,CONTACT,0.00598
13.0200,6.1570,0.1500,CONTACT,0.00596
13.0300,5.9611,0.1500,CONTACT,0.00596
13.0400,6.1475,0.1500,CONTACT,0.00595
13.0500,5.7144,0.1500,CONTACT,0.00598
13.0600,6.0764,0.1500,CONTACT,0.00597
13.0700,6.0981,0.1500,CONTACT,0.00596
13.0800,5.7055,0.1500,CONTACT,0.00599
13.0900,5.8863,0.1500,CONTACT,0.00600
13.1000,5.8868,0.1500,CONTACT,0.00602
13.1100,5.8592,0.1500,CONTACT,0.00603
13.1200,6.2961,0.1500,CONTACT,0.00600
13.1300,6.2452,0.1500,CONTACT,0.00597
13.1400,6.0027,0.1500,CONTACT,0.00597
13.1500,6.2509,0.1500,CONTACT,0.00594
13.1600,6.2631,0.1500,CONTACT,0.00591
13.1700,5.8574,0.1500,CONTACT,0.00593
13.1800,6.1642,0.1500,CONTACT,0.00591
13.1900,5.9360,0.1500,CONTACT,0.00592
13.2000,6.0021,0.1500,CONTACT,0.00592
13.2100,5.7798,0.1500,CONTACT,0.00594
13.2200,5.7266,0.1500,CONTACT,0.00597
13.2300,5.9490,0.1500,CONTACT,0.00598
13.2400,5.9858,0.1500,CONTACT,0.00598
13.2500,5.7902,0.1500,CONTACT,0.00600
13.2600,6.1773,0.1500,CONTACT,0.00598
13.2700,5.9602,0.1500,CONTACT,0.00599
13.2800,6.0147,0.1500,CONTACT,0.00599
13.2900,5.9825,0.1500,CONTACT,0.00599
13.3000,6.0113,0.1500,CONTACT,0.00599
13.3100,6.1019,0.1500,CONTACT,0.00598
13.3200,5.7515,0.1500,CONTACT,0.00600
13.3300,5.9570,0.1500,CONTACT,0.00601
13.3400,5.6380,0.1500,CONTACT,0.00605
13.3500,5.8500,0.1500,CONTACT,0.00607
13.3600,5.9738,0.1500,CONTACT,0.00607
13.3700,5.8783,0.1500,CONTACT,0.00608
13.3800,6.0163,0.1500,CONTACT,0.00608
13.3900,6.0036,0.1500,CONTACT,0.00608
13.4000,5.8181,0.1500,CONTACT,0.00610
13.4100,5.8225,0.1500,CONTACT,0.00612
13.4200,6.2089,0.1500,CONTACT,0.00610
13.4300,6.0936,0.1500,CONTACT,0.00609
13.4400,5.8368,0.1500,CONTACT,0.00610
13.4500,6.2495,0.1500,CONTACT,0.00608
13.4600,5.9095,0.1500,CONTACT,0.00609
13.4700,5.9590,0.1500,CONTACT,0.00609
13.4800,6.0404,0.1500,CONTACT,0.00609
13.4900,6.0214,0.1500,CONTACT,0.00608
13.5000,5.9821,0.1500,CONTACT,0.00609
13.5100,5.9430,0.1500,CONTACT,0.00609
13.5200,5.9764,0.1500,CONTACT,0.00610
13.5300,5.8385,0.1500,CONTACT,0.00611
13.5400,5.7801,0.1500,CONTACT,0.00614
13.5500,6.2885,0.1500,CONTACT,0.00611
13.5600,6.0676,0.1500,CONTACT,0.00610
13.5700,6.2127,0.1500,CONTACT,0.00607
13.5800,6.0859,0.1500,CONTACT,0.00606
13.5900,6.3907,0.1500,CONTACT,0.00602
13.6000,6.1297,0.1500,CONTACT,0.00601
13.6100,5.5174,0.1500,CONTACT,0.00606
13.6200,6.3064,0.1500,CONTACT,0.00603
13.6300,5.7095,0.1500,CONTACT,0.00606
13.6400,6.3777,0.1500,CONTACT,0.00602
13.6500,5.7881,0.1500,CONTACT,0.00604
13.6600,5.8999,0.1500,CONTACT,0.00605
13.6700,5.9786,0.1500,CONTACT,0.00605
13.6800,6.2487,0.1500,CONTACT,0.00603
13.6900,5.8852,0.1500,CONTACT,0.00604
13.7000,6.3658,0.1500,CONTACT,0.00600
13.7100,6.2661,0.1500,CONTACT,0.00597
13.7200,5.8084,0.1500,CONTACT,0.00599
13.7300,5.7907,0.1500,CONTACT,0.00601
13.7400,6.1564,0.1500,CONTACT,0.00600
13.7500,5.9428,0.1500,CONTACT,0.00600
13.7600,6.0838,0.1500,CONTACT,0.00599
13.7700,5.9016,0.1500,CONTACT,0.00600
13.7800,5.9517,0.1500,CONTACT,0.00601
13.7900,6.4487,0.1500,CONTACT,0.00596
13.8000,5.9783,0.1500,CONTACT,0.00596
13.8100,6.1804,0.1500,CONTACT,0.00594
13.8200,5.5954,0.1500,CONTACT,0.00599
13.8300,5.9118,0.1500,CONTACT,0.00600
13.8400,5.6612,0.1500,CONTACT,0.00603
13.8500,6.0289,0.1500,CONTACT,0.00603
13.8600,6.3624,0.1500,CONTACT,0.00599
13.8700,5.9566,0.1500,CONTACT,0.00600
13.8800,6.0862,0.1500,CONTACT,0.00599
13.8900,6.0708,0.1500,CONTACT,0.00598
13.9000,5.4662,0.1500,CONTACT,0.00604
13.9100,6.1061,0.1500,CONTACT,0.00603
13.9200,6.0184,0.1500,CONTACT,0.00602
13.9300,6.2190,0.1500,CONTACT,0.00600
13.9400,5.9568,0.1500,CONTACT,0.00600
13.9500,6.1328,0.1500,CONTACT,0.00599
13.9600,5.9416,0.1500,CONTACT,0.00600
13.9700,5.9813,0.1500,CONTACT,0.00600
13.9800,5.5444,0.1500,CONTACT,0.00605
13.9900,5.9705,0.1500,CONTACT,0.00605
14.0000,6.2880,0.1500,CONTACT,0.00602
14.0100,6.2611,0.1500,CONTACT,0.00599
14.0200,5.9236,0.1500,CONTACT,0.00600
14.0300,5.7468,0.1500,CONTACT,0.00603
14.0400,6.2189,0.1500,CONTACT,0.00600
14.0500,5.9972,0.1500,CONTACT,0.00600
14.0600,5.8858,0.1500,CONTACT,0.00602
14.0700,6.1326,0.1500,CONTACT,0.00600
14.0800,5.7072,0.1500,CONTACT,0.00603
14.0900,5.8822,0.1500,CONTACT,0.00605
14.1000,5.8628,0.1500,CONTACT,0.00606
14.1100,5.9718,0.1500,CONTACT,0.00607
14.1200,5.9701,0.1500,CONTACT,0.00607
14.1300,6.1874,0.1500,CONTACT,0.00605
14.1400,6.0243,0.1500,CONTACT,0.00605
14.1500,6.2414,0.1500,CONTACT,0.00602
14.1600,6.3079,0.1500,CONTACT,0.00598
14.1700,6.2837,0.1500,CONTACT,0.00595
14.1800,6.1446,0.1500,CONTACT,0.00594
14.1900,5.8517,0.1500,CONTACT,0.00595
