t,F_meas_N,speed_mps,mode,depth_m
57.330,0.002,0.169,APPROACH,0.00000
57.370,0.001,0.169,APPROACH,0.00000
57.412,0.001,0.169,APPROACH,0.00000
57.454,0.001,0.169,APPROACH,0.00000
57.496,0.001,0.169,APPROACH,0.00000
57.537,0.002,0.169,APPROACH,0.00000
57.578,0.002,0.169,APPROACH,0.00000
57.621,0.003,0.169,APPROACH,0.00000
57.661,0.003,0.200,APPROACH,0.00000
57.710,0.003,0.200,APPROACH,0.00000
57.757,0.007,0.200,APPROACH,0.00000
57.806,0.015,0.200,APPROACH,0.00000
57.852,0.026,0.200,APPROACH,0.00000
57.900,0.035,0.200,APPROACH,0.00000
57.946,0.047,0.200,APPROACH,0.00000
57.992,0.057,0.200,APPROACH,0.00000
58.036,0.070,0.200,APPROACH,0.00000
58.081,0.078,0.200,APPROACH,0.00000
58.125,0.080,0.200,APPROACH,0.00000
58.219,0.074,0.000,APPROACH,0.00000
58.274,0.073,0.000,APPROACH,0.00040
58.325,0.073,0.000,APPROACH,0.00080
58.378,0.073,0.000,APPROACH,0.00120
58.429,0.073,0.000,APPROACH,0.00160
58.481,0.073,0.000,APPROACH,0.00200
58.533,0.073,0.000,APPROACH,0.00240
58.585,0.073,0.000,APPROACH,0.00280
58.635,0.073,0.000,APPROACH,0.00320
58.687,0.073,0.000,APPROACH,0.00360
58.738,0.073,0.000,APPROACH,0.00400
58.789,0.073,0.000,APPROACH,0.00440
58.841,0.073,0.000,APPROACH,0.00480
58.893,0.073,0.000,APPROACH,0.00520
58.945,0.073,0.000,APPROACH,0.00560
58.997,0.073,0.000,APPROACH,0.00600
59.048,0.073,0.000,APPROACH,0.00640
59.099,0.073,0.000,APPROACH,0.00680
59.151,0.073,0.000,APPROACH,0.00720
59.203,0.073,0.000,APPROACH,0.00760
59.255,0.073,0.000,APPROACH,0.00800
59.307,0.073,0.000,APPROACH,0.00840
59.357,0.073,0.000,APPROACH,0.00880
59.408,0.073,0.000,APPROACH,0.00920
59.459,0.073,0.000,APPROACH,0.00960
59.511,0.073,0.000,APPROACH,0.01000
59.563,0.073,0.000,APPROACH,0.01040
59.615,0.073,0.000,APPROACH,0.01080
59.667,0.073,0.000,APPROACH,0.01120
59.718,0.073,0.000,APPROACH,0.01160
59.770,0.073,0.000,APPROACH,0.01200
59.822,0.073,0.000,APPROACH,0.01240
59.874,0.073,0.000,APPROACH,0.01280
59.924,0.073,0.000,APPROACH,0.01320
59.976,0.073,0.000,APPROACH,0.01360
60.027,0.073,0.000,APPROACH,0.01400
60.077,0.080,0.000,APPROACH,0.01440
60.129,0.099,0.000,APPROACH,0.01480
60.180,0.105,0.000,APPROACH,0.01520
60.231,0.783,0.000,APPROACH,0.01560
60.282,2.973,0.000,APPROACH,0.01600
60.282,2.973,0.150,CONTACT,0.01600
60.340,4.991,0.150,CONTACT,0.01600
60.390,7.134,0.150,CONTACT,0.01596
60.442,8.638,0.150,CONTACT,0.01587
60.494,9.083,0.150,CONTACT,0.01577
60.545,8.381,0.150,CONTACT,0.01569
60.595,7.754,0.150,CONTACT,0.01563
60.646,7.731,0.150,CONTACT,0.01558
60.697,7.584,0.150,CONTACT,0.01552
60.750,6.684,0.150,CONTACT,0.01550
60.800,6.113,0.150,CONTACT,0.01550
60.850,6.356,0.150,CONTACT,0.01548
60.903,6.492,0.150,CONTACT,0.01547
60.955,6.026,0.150,CONTACT,0.01547
61.005,5.820,0.150,CONTACT,0.01547
61.056,6.241,0.150,CONTACT,0.01547
61.109,6.453,0.150,CONTACT,0.01545
61.161,6.202,0.150,CONTACT,0.01544
61.212,5.607,0.150,CONTACT,0.01546
61.263,5.460,0.150,CONTACT,0.01547
61.315,5.474,0.150,CONTACT,0.01549
61.366,5.051,0.150,CONTACT,0.01552
61.417,5.165,0.150,CONTACT,0.01555
61.469,6.076,0.150,CONTACT,0.01555
61.519,6.705,0.150,CONTACT,0.01553
61.569,6.463,0.150,CONTACT,0.01551
61.621,6.224,0.150,CONTACT,0.01550
61.673,6.505,0.150,CONTACT,0.01549
61.724,6.574,0.150,CONTACT,0.01547
61.776,6.167,0.150,CONTACT,0.01546
61.828,5.816,0.150,CONTACT,0.01547
61.880,6.050,0.150,CONTACT,0.01547
61.930,6.204,0.150,CONTACT,0.01546
61.981,5.598,0.150,CONTACT,0.01547
62.033,5.435,0.150,CONTACT,0.01549
62.084,5.926,0.150,CONTACT,0.01549
62.135,6.127,0.150,CONTACT,0.01549
62.185,5.432,0.200,APPROACH,0.01449
62.228,2.826,0.200,APPROACH,0.01349
62.273,1.188,0.200,APPROACH,0.01249
62.317,0.510,0.200,APPROACH,0.01149
62.363,0.187,0.200,APPROACH,0.01049
62.409,0.086,0.200,APPROACH,0.00949
62.454,0.039,0.200,APPROACH,0.00849
62.501,0.018,0.200,APPROACH,0.00749
62.548,0.006,0.200,APPROACH,0.00649
62.597,0.002,0.200,APPROACH,0.00549
62.645,0.006,0.200,APPROACH,0.00449
62.693,0.015,0.200,APPROACH,0.00349
62.741,0.023,0.168,APPROACH,0.00249
62.782,0.032,0.168,APPROACH,0.00149
62.823,0.036,0.168,APPROACH,0.00049
62.865,0.038,0.168,APPROACH,0.00000
62.907,0.039,0.168,APPROACH,0.00000
62.950,0.039,0.168,APPROACH,0.00000
62.992,0.032,0.168,APPROACH,0.00000
63.033,0.021,0.168,APPROACH,0.00000
63.074,0.012,0.168,APPROACH,0.00000
63.116,0.005,0.169,APPROACH,0.00000
63.158,0.002,0.169,APPROACH,0.00000
63.201,0.001,0.169,APPROACH,0.00000
63.243,0.001,0.169,APPROACH,0.00000
63.284,0.001,0.169,APPROACH,0.00000
63.325,0.000,0.169,APPROACH,0.00000
63.366,0.000,0.169,APPROACH,0.00000
63.408,0.000,0.170,APPROACH,0.00000
63.451,0.001,0.170,APPROACH,0.00000
63.492,0.001,0.170,APPROACH,0.00000
63.534,0.002,0.170,APPROACH,0.00000
63.575,0.003,0.200,APPROACH,0.00000
63.625,0.002,0.200,APPROACH,0.00000
63.672,0.006,0.200,APPROACH,0.00000
63.720,0.013,0.200,APPROACH,0.00000
63.767,0.023,0.200,APPROACH,0.00000
63.813,0.029,0.200,APPROACH,0.00000
63.859,0.034,0.200,APPROACH,0.00000
63.907,0.036,0.200,APPROACH,0.00000
63.955,0.037,0.200,APPROACH,0.00000
64.000,0.036,0.200,APPROACH,0.00000
64.044,0.031,0.200,APPROACH,0.00000
64.138,0.019,0.000,APPROACH,0.00000
64.189,0.018,0.000,APPROACH,0.00040
64.241,0.017,0.000,APPROACH,0.00080
64.292,0.017,0.000,APPROACH,0.00120
64.343,0.017,0.000,APPROACH,0.00160
64.394,0.017,0.000,APPROACH,0.00200
64.446,0.017,0.000,APPROACH,0.00240
64.498,0.017,0.000,APPROACH,0.00280
64.550,0.017,0.000,APPROACH,0.00320
64.602,0.017,0.000,APPROACH,0.00360
64.653,0.017,0.000,APPROACH,0.00400
64.704,0.017,0.000,APPROACH,0.00440
64.756,0.017,0.000,APPROACH,0.00480
64.808,0.017,0.000,APPROACH,0.00520
64.860,0.017,0.000,APPROACH,0.00560
64.912,0.017,0.000,APPROACH,0.00600
64.963,0.017,0.000,APPROACH,0.00640
65.014,0.017,0.000,APPROACH,0.00680
65.065,0.017,0.000,APPROACH,0.00720
65.117,0.017,0.000,APPROACH,0.00760
65.169,0.017,0.000,APPROACH,0.00800
65.220,0.017,0.000,APPROACH,0.00840
65.272,0.017,0.000,APPROACH,0.00880
65.324,0.017,0.000,APPROACH,0.00920
65.375,0.017,0.000,APPROACH,0.00960
65.426,0.017,0.000,APPROACH,0.01000
65.478,0.017,0.000,APPROACH,0.01040
65.530,0.017,0.000,APPROACH,0.01080
65.582,0.017,0.000,APPROACH,0.01120
65.634,0.017,0.000,APPROACH,0.01160
65.685,0.017,0.000,APPROACH,0.01200
65.736,0.017,0.000,APPROACH,0.01240
65.788,0.017,0.000,APPROACH,0.01280
65.839,0.017,0.000,APPROACH,0.01320
65.891,0.017,0.000,APPROACH,0.01360
65.943,0.017,0.000,APPROACH,0.01400
65.995,0.019,0.000,APPROACH,0.01440
66.046,0.025,0.000,APPROACH,0.01480
66.097,0.027,0.000,APPROACH,0.01520
66.149,0.665,0.000,APPROACH,0.01560
66.201,2.835,0.000,APPROACH,0.01600
66.202,2.835,0.150,CONTACT,0.01600
66.258,5.259,0.150,CONTACT,0.01600
66.308,7.068,0.150,CONTACT,0.01596
66.361,8.628,0.150,CONTACT,0.01588
66.413,9.198,0.150,CONTACT,0.01577
66.465,8.418,0.150,CONTACT,0.01569
66.515,7.569,0.150,CONTACT,0.01564
66.565,7.588,0.150,CONTACT,0.01558
66.617,7.527,0.150,CONTACT,0.01553
66.669,6.920,0.150,CONTACT,0.01550
66.721,6.353,0.150,CONTACT,0.01549
66.772,6.506,0.150,CONTACT,0.01547
66.823,6.507,0.150,CONTACT,0.01546
66.874,6.124,0.150,CONTACT,0.01545
66.924,5.921,0.150,CONTACT,0.01546
66.976,6.272,0.150,CONTACT,0.01545
67.027,6.413,0.150,CONTACT,0.01543
67.082,5.718,0.150,CONTACT,0.01544
67.133,5.184,0.150,CONTACT,0.01547
67.184,5.238,0.150,CONTACT,0.01549
67.235,5.423,0.150,CONTACT,0.01551
67.290,5.088,0.150,CONTACT,0.01554
67.342,5.188,0.150,CONTACT,0.01557
67.392,6.191,0.150,CONTACT,0.01557
67.443,6.871,0.150,CONTACT,0.01554
67.494,6.334,0.150,CONTACT,0.01553
67.546,5.961,0.150,CONTACT,0.01553
67.598,6.534,0.150,CONTACT,0.01551
67.648,6.755,0.150,CONTACT,0.01548
67.699,5.916,0.150,CONTACT,0.01549
67.751,5.524,0.150,CONTACT,0.01550
67.802,6.091,0.150,CONTACT,0.01550
67.854,6.376,0.150,CONTACT,0.01549
67.904,5.674,0.150,CONTACT,0.01550
67.955,5.312,0.150,CONTACT,0.01552
68.007,5.938,0.150,CONTACT,0.01552
68.058,6.325,0.150,CONTACT,0.01551
68.110,5.723,0.200,APPROACH,0.01451
68.156,2.611,0.200,APPROACH,0.01351
68.200,1.071,0.200,APPROACH,0.01251
68.244,0.439,0.200,APPROACH,0.01151
68.288,0.180,0.200,APPROACH,0.01051
68.334,0.059,0.200,APPROACH,0.00951
68.379,0.030,0.200,APPROACH,0.00851
68.426,0.010,0.200,APPROACH,0.00751
68.472,0.004,0.200,APPROACH,0.00651
68.520,0.002,0.200,APPROACH,0.00551
68.568,0.001,0.200,APPROACH,0.00451
68.615,0.001,0.200,APPROACH,0.00351
68.664,0.001,0.170,APPROACH,0.00251
68.706,0.002,0.170,APPROACH,0.00151
68.748,0.003,0.169,APPROACH,0.00051
68.789,0.004,0.169,APPROACH,0.00000
68.832,0.005,0.169,APPROACH,0.00000
68.873,0.006,0.169,APPROACH,0.00000
68.914,0.007,0.168,APPROACH,0.00000
68.956,0.008,0.168,APPROACH,0.00000
68.998,0.008,0.168,APPROACH,0.00000
69.039,0.008,0.168,APPROACH,0.00000
69.080,0.007,0.168,APPROACH,0.00000
69.122,0.006,0.168,APPROACH,0.00000
69.163,0.005,0.168,APPROACH,0.00000
69.205,0.003,0.168,APPROACH,0.00000
69.246,0.002,0.168,APPROACH,0.00000
69.288,0.001,0.168,APPROACH,0.00000
69.329,0.001,0.168,APPROACH,0.00000
69.371,0.002,0.168,APPROACH,0.00000
69.412,0.003,0.168,APPROACH,0.00000
69.455,0.004,0.168,APPROACH,0.00000
69.496,0.006,0.200,APPROACH,0.00000
69.545,0.007,0.200,APPROACH,0.00000
69.594,0.008,0.200,APPROACH,0.00000
69.641,0.008,0.200,APPROACH,0.00000
69.689,0.007,0.200,APPROACH,0.00000
69.736,0.007,0.200,APPROACH,0.00000
69.783,0.006,0.200,APPROACH,0.00000
69.830,0.005,0.200,APPROACH,0.00000
69.876,0.003,0.200,APPROACH,0.00000
69.922,0.002,0.200,APPROACH,0.00000
69.965,0.001,0.200,APPROACH,0.00000
70.060,0.001,0.000,APPROACH,0.00000
70.112,0.001,0.000,APPROACH,0.00040
70.163,0.001,0.000,APPROACH,0.00080
70.214,0.001,0.000,APPROACH,0.00120
70.264,0.001,0.000,APPROACH,0.00160
70.316,0.001,0.000,APPROACH,0.00200
70.368,0.001,0.000,APPROACH,0.00240
70.420,0.001,0.000,APPROACH,0.00280
70.472,0.001,0.000,APPROACH,0.00320
70.523,0.001,0.000,APPROACH,0.00360
70.574,0.001,0.000,APPROACH,0.00400
70.626,0.001,0.000,APPROACH,0.00440
70.677,0.001,0.000,APPROACH,0.00480
70.730,0.001,0.000,APPROACH,0.00520
70.781,0.001,0.000,APPROACH,0.00560
70.832,0.001,0.000,APPROACH,0.00600
70.884,0.001,0.000,APPROACH,0.00640
70.935,0.001,0.000,APPROACH,0.00680
70.986,0.001,0.000,APPROACH,0.00720
71.038,0.001,0.000,APPROACH,0.00760
71.090,0.001,0.000,APPROACH,0.00800
71.142,0.001,0.000,APPROACH,0.00840
71.194,0.001,0.000,APPROACH,0.00880
71.245,0.001,0.000,APPROACH,0.00920
71.296,0.001,0.000,APPROACH,0.00960
71.348,0.001,0.000,APPROACH,0.01000
71.400,0.001,0.000,APPROACH,0.01040
71.452,0.001,0.000,APPROACH,0.01080
71.504,0.001,0.000,APPROACH,0.01120
71.555,0.001,0.000,APPROACH,0.01160
71.606,0.001,0.000,APPROACH,0.01200
71.658,0.001,0.000,APPROACH,0.01240
71.710,0.001,0.000,APPROACH,0.01280
71.761,0.001,0.000,APPROACH,0.01320
71.813,0.001,0.000,APPROACH,0.01360
71.865,0.001,0.000,APPROACH,0.01400
71.916,0.001,0.000,APPROACH,0.01440
71.967,0.001,0.000,APPROACH,0.01480
72.018,0.001,0.000,APPROACH,0.01520
72.069,0.621,0.000,APPROACH,0.01560
72.121,2.845,0.000,APPROACH,0.01600
72.122,2.845,0.150,CONTACT,0.01600
72.179,5.301,0.150,CONTACT,0.01600
72.229,7.164,0.150,CONTACT,0.01596
72.280,8.712,0.150,CONTACT,0.01587
72.332,9.230,0.150,CONTACT,0.01576
72.384,8.372,0.150,CONTACT,0.01568
72.435,7.623,0.150,CONTACT,0.01563
72.485,7.687,0.150,CONTACT,0.01557
72.536,7.567,0.150,CONTACT,0.01552
72.588,6.538,0.150,CONTACT,0.01550
72.639,5.926,0.150,CONTACT,0.01551
72.691,6.335,0.150,CONTACT,0.01549
72.742,6.574,0.150,CONTACT,0.01548
72.793,5.809,0.150,CONTACT,0.01548
72.846,5.435,0.150,CONTACT,0.01550
72.897,6.062,0.150,CONTACT,0.01550
72.949,6.553,0.150,CONTACT,0.01548
73.001,5.997,0.150,CONTACT,0.01548
73.054,5.288,0.150,CONTACT,0.01550
73.105,5.391,0.150,CONTACT,0.01552
73.157,5.742,0.150,CONTACT,0.01553
73.208,5.405,0.150,CONTACT,0.01555
73.261,5.612,0.150,CONTACT,0.01557
73.312,6.279,0.150,CONTACT,0.01556
73.363,6.893,0.150,CONTACT,0.01553
73.415,6.280,0.150,CONTACT,0.01552
73.466,5.895,0.150,CONTACT,0.01552
73.518,6.243,0.150,CONTACT,0.01551
73.570,6.659,0.150,CONTACT,0.01549
73.621,6.032,0.150,CONTACT,0.01549
73.673,5.580,0.150,CONTACT,0.01550
73.725,5.898,0.150,CONTACT,0.01551
73.775,6.366,0.150,CONTACT,0.01549
73.826,5.853,0.150,CONTACT,0.01550
73.878,5.476,0.150,CONTACT,0.01552
73.930,5.695,0.150,CONTACT,0.01553
73.981,6.324,0.150,CONTACT,0.01552
74.031,5.737,0.150,CONTACT,0.01553
74.134,8.727,0.150,CONTACT,0.01543
74.235,13.068,0.150,CONTACT,0.01520
74.336,12.461,0.150,CONTACT,0.01498
74.437,7.648,0.150,CONTACT,0.01493
74.537,6.523,0.150,CONTACT,0.01491
74.639,8.948,0.150,CONTACT,0.01481
74.742,9.051,0.150,CONTACT,0.01471
74.844,5.060,0.150,CONTACT,0.01474
74.894,2.382,0.150,CONTACT,0.01486
74.945,1.430,0.150,APPROACH,0.01502
74.999,1.569,0.150,APPROACH,0.01516
75.050,1.689,0.150,APPROACH,0.01531
75.100,2.519,0.150,CONTACT,0.01542
75.152,4.037,0.150,CONTACT,0.01549
75.203,5.349,0.150,CONTACT,0.01551
75.254,5.421,0.150,CONTACT,0.01553
75.306,5.694,0.150,CONTACT,0.01554
75.356,6.347,0.150,CONTACT,0.01553
75.409,6.724,0.150,CONTACT,0.01550
75.460,6.375,0.150,CONTACT,0.01549
75.510,6.193,0.150,CONTACT,0.01549
75.562,6.520,0.150,CONTACT,0.01547
75.614,6.618,0.150,CONTACT,0.01545
75.666,6.112,0.150,CONTACT,0.01544
75.717,5.868,0.150,CONTACT,0.01545
75.769,6.256,0.150,CONTACT,0.01544
75.821,6.437,0.150,CONTACT,0.01542
75.872,5.751,0.150,CONTACT,0.01543
75.924,5.188,0.150,CONTACT,0.01546
75.974,5.286,0.150,CONTACT,0.01548
76.025,5.564,0.150,CONTACT,0.01550
76.077,5.321,0.150,CONTACT,0.01552
76.129,5.159,0.150,CONTACT,0.01555
76.182,6.103,0.150,CONTACT,0.01555
76.234,6.863,0.150,CONTACT,0.01552
76.284,6.460,0.150,CONTACT,0.01550
76.336,5.922,0.150,CONTACT,0.01550
76.389,6.437,0.150,CONTACT,0.01549
76.441,6.771,0.150,CONTACT,0.01546
76.491,6.105,0.150,CONTACT,0.01546
76.544,5.479,0.150,CONTACT,0.01548
76.596,5.952,0.150,CONTACT,0.01548
76.646,6.362,0.150,CONTACT,0.01547
76.697,5.596,0.150,CONTACT,0.01548
76.748,5.262,0.150,CONTACT,0.01551
76.799,5.972,0.150,CONTACT,0.01551
76.849,6.370,0.150,CONTACT,0.01549
76.899,5.676,0.150,CONTACT,0.01550
76.955,5.458,0.150,CONTACT,0.01552
77.007,6.018,0.150,CONTACT,0.01552
77.058,6.419,0.150,CONTACT,0.01551
77.110,5.822,0.150,CONTACT,0.01551
77.165,5.437,0.150,CONTACT,0.01553
77.217,5.844,0.150,CONTACT,0.01554
77.268,6.389,0.150,CONTACT,0.01553
77.320,5.762,0.150,CONTACT,0.01553
77.372,5.544,0.150,CONTACT,0.01555
77.423,5.975,0.150,CONTACT,0.01555
77.473,6.454,0.150,CONTACT,0.01553
77.526,5.887,0.150,CONTACT,0.01554
77.578,5.603,0.150,CONTACT,0.01555
77.629,6.005,0.150,CONTACT,0.01555
77.679,6.499,0.150,CONTACT,0.01553
77.732,5.939,0.150,CONTACT,0.01554
77.783,5.655,0.150,CONTACT,0.01555
77.834,6.082,0.150,CONTACT,0.01555
77.885,6.561,0.150,CONTACT,0.01553
77.937,5.973,0.150,CONTACT,0.01553
77.989,5.677,0.150,CONTACT,0.01554
78.039,6.078,0.150,CONTACT,0.01554
78.091,6.575,0.150,CONTACT,0.01552
78.144,6.036,0.150,CONTACT,0.01552
78.194,5.680,0.150,CONTACT,0.01553
78.249,6.098,0.150,CONTACT,0.01552
78.300,6.618,0.150,CONTACT,0.01550
78.352,6.169,0.150,CONTACT,0.01550
78.403,5.721,0.150,CONTACT,0.01551
78.458,6.161,0.150,CONTACT,0.01550
78.510,6.613,0.150,CONTACT,0.01548
78.562,6.054,0.150,CONTACT,0.01548
78.614,5.677,0.150,CONTACT,0.01549
78.669,6.244,0.150,CONTACT,0.01548
78.720,6.625,0.150,CONTACT,0.01546
78.773,6.173,0.150,CONTACT,0.01545
78.823,5.447,0.150,CONTACT,0.01547
78.875,5.594,0.150,CONTACT,0.01549
78.927,5.846,0.150,CONTACT,0.01549
78.980,5.659,0.150,CONTACT,0.01550
79.031,5.582,0.150,CONTACT,0.01552
79.082,6.393,0.150,CONTACT,0.01550
79.134,6.749,0.150,CONTACT,0.01548
79.184,6.433,0.150,CONTACT,0.01546
79.236,5.936,0.150,CONTACT,0.01547
79.288,6.372,0.150,CONTACT,0.01545
79.339,6.543,0.150,CONTACT,0.01544
79.391,6.066,0.150,CONTACT,0.01543
79.442,5.453,0.150,CONTACT,0.01545
79.493,5.961,0.150,CONTACT,0.01545
79.545,6.199,0.150,CONTACT,0.01545
79.596,5.871,0.150,CONTACT,0.01545
79.648,5.399,0.150,CONTACT,0.01547
79.699,5.982,0.150,CONTACT,0.01547
79.751,6.267,0.150,CONTACT,0.01546
79.803,5.930,0.150,CONTACT,0.01546
79.854,5.523,0.150,CONTACT,0.01548
79.905,6.041,0.150,CONTACT,0.01548
79.960,6.283,0.150,CONTACT,0.01547
80.011,5.827,0.150,CONTACT,0.01548
80.062,5.672,0.150,CONTACT,0.01549
80.113,6.091,0.150,CONTACT,0.01548
80.165,6.316,0.150,CONTACT,0.01547
80.217,6.055,0.150,CONTACT,0.01547
80.270,5.880,0.150,CONTACT,0.01547
80.322,6.197,0.150,CONTACT,0.01547
80.374,6.336,0.150,CONTACT,0.01546
80.425,6.052,0.150,CONTACT,0.01546
80.476,5.758,0.150,CONTACT,0.01546
80.527,6.163,0.150,CONTACT,0.01546
80.578,6.317,0.150,CONTACT,0.01545
80.629,5.986,0.150,CONTACT,0.01545
80.679,5.734,0.150,CONTACT,0.01546
80.730,6.107,0.150,CONTACT,0.01545
80.782,6.278,0.150,CONTACT,0.01544
80.834,5.817,0.150,CONTACT,0.01545
80.886,5.483,0.150,CONTACT,0.01547
80.938,5.985,0.150,CONTACT,0.01547
80.990,6.328,0.150,CONTACT,0.01546
81.043,5.807,0.150,CONTACT,0.01546
81.094,5.408,0.150,CONTACT,0.01548
81.145,6.138,0.150,CONTACT,0.01548
81.196,6.498,0.150,CONTACT,0.01546
81.246,5.779,0.150,CONTACT,0.01547
81.297,5.472,0.150,CONTACT,0.01549
81.350,6.094,0.150,CONTACT,0.01548
81.401,6.648,0.150,CONTACT,0.01546
81.452,5.920,0.150,CONTACT,0.01546
81.504,5.602,0.150,CONTACT,0.01548
81.555,6.346,0.150,CONTACT,0.01547
81.606,6.726,0.150,CONTACT,0.01544
81.658,5.976,0.150,CONTACT,0.01544
81.709,5.454,0.150,CONTACT,0.01546
81.760,5.631,0.150,CONTACT,0.01547
81.811,5.990,0.150,CONTACT,0.01547
81.864,5.679,0.150,CONTACT,0.01548
81.916,5.387,0.150,CONTACT,0.01550
81.969,6.166,0.150,CONTACT,0.01550
82.020,6.878,0.150,CONTACT,0.01547
82.071,6.163,0.150,CONTACT,0.01546
82.124,5.815,0.150,CONTACT,0.01547
82.174,6.383,0.150,CONTACT,0.01546
82.225,6.715,0.150,CONTACT,0.01543
82.275,5.916,0.150,CONTACT,0.01544
82.327,5.572,0.150,CONTACT,0.01545
82.378,5.951,0.150,CONTACT,0.01545
82.430,6.395,0.150,CONTACT,0.01544
82.480,5.764,0.150,CONTACT,0.01545
82.533,5.508,0.150,CONTACT,0.01546
82.583,5.916,0.150,CONTACT,0.01547
82.634,6.381,0.150,CONTACT,0.01545
82.686,5.775,0.150,CONTACT,0.01546
82.738,5.454,0.150,CONTACT,0.01548
82.790,5.724,0.150,CONTACT,0.01549
82.842,6.350,0.150,CONTACT,0.01548
82.894,5.788,0.150,CONTACT,0.01548
82.945,5.643,0.150,CONTACT,0.01550
82.996,5.945,0.150,CONTACT,0.01550
83.047,6.511,0.150,CONTACT,0.01548
83.099,5.859,0.150,CONTACT,0.01549
83.150,5.597,0.150,CONTACT,0.01550
83.203,6.006,0.150,CONTACT,0.01550
83.256,6.470,0.150,CONTACT,0.01548
83.308,5.943,0.150,CONTACT,0.01549
83.360,5.567,0.150,CONTACT,0.01550
83.413,6.078,0.150,CONTACT,0.01550
83.464,6.461,0.150,CONTACT,0.01548
83.516,6.105,0.150,CONTACT,0.01548
83.567,5.662,0.150,CONTACT,0.01549
83.618,6.225,0.150,CONTACT,0.01548
83.669,6.475,0.150,CONTACT,0.01547
83.721,6.135,0.150,CONTACT,0.01546
83.772,5.660,0.150,CONTACT,0.01547
83.823,6.201,0.150,CONTACT,0.01547
83.875,6.444,0.150,CONTACT,0.01545
83.926,5.877,0.150,CONTACT,0.01546
83.977,5.703,0.150,CONTACT,0.01547
84.029,6.230,0.150,CONTACT,0.01546
84.081,6.479,0.150,CONTACT,0.01544
84.133,6.126,0.150,CONTACT,0.01544
84.183,5.675,0.150,CONTACT,0.01545
84.236,6.150,0.150,CONTACT,0.01544
84.287,6.499,0.150,CONTACT,0.01543
84.340,6.114,0.150,CONTACT,0.01542
84.390,5.603,0.150,CONTACT,0.01544
84.441,6.228,0.150,CONTACT,0.01543
84.493,6.532,0.150,CONTACT,0.01541
84.544,6.219,0.150,CONTACT,0.01540
84.595,5.634,0.150,CONTACT,0.01542
84.645,5.771,0.150,CONTACT,0.01542
84.696,6.029,0.150,CONTACT,0.01542
84.750,5.902,0.150,CONTACT,0.01543
84.802,5.847,0.150,CONTACT,0.01543
84.854,6.294,0.150,CONTACT,0.01542
84.905,6.596,0.150,CONTACT,0.01540
84.956,6.257,0.150,CONTACT,0.01539
85.008,5.904,0.150,CONTACT,0.01540
85.058,6.275,0.150,CONTACT,0.01539
85.110,6.365,0.150,CONTACT,0.01537
85.161,5.995,0.150,CONTACT,0.01537
85.213,5.650,0.150,CONTACT,0.01539
85.265,5.992,0.150,CONTACT,0.01539
85.315,6.180,0.150,CONTACT,0.01538
85.367,5.833,0.150,CONTACT,0.01539
85.419,5.477,0.150,CONTACT,0.01540
85.469,5.961,0.150,CONTACT,0.01540
85.522,6.168,0.150,CONTACT,0.01540
85.576,5.703,0.150,CONTACT,0.01541
85.627,5.357,0.150,CONTACT,0.01543
85.678,5.990,0.150,CONTACT,0.01543
85.728,6.299,0.150,CONTACT,0.01542
85.780,5.577,0.150,CONTACT,0.01544
85.832,5.415,0.150,CONTACT,0.01545
85.883,5.902,0.150,CONTACT,0.01546
85.938,6.474,0.150,CONTACT,0.01544
85.990,6.157,0.150,CONTACT,0.01544
86.041,5.654,0.150,CONTACT,0.01545
86.092,6.199,0.150,CONTACT,0.01544
86.143,6.460,0.150,CONTACT,0.01543
86.195,5.673,0.150,CONTACT,0.01544
86.247,5.273,0.150,CONTACT,0.01546
86.299,5.880,0.150,CONTACT,0.01547
86.350,6.383,0.150,CONTACT,0.01545
86.402,5.797,0.150,CONTACT,0.01546
86.454,5.528,0.150,CONTACT,0.01548
86.505,5.973,0.150,CONTACT,0.01548
86.556,6.521,0.150,CONTACT,0.01546
86.608,6.038,0.150,CONTACT,0.01546
86.661,5.617,0.150,CONTACT,0.01547
86.712,6.002,0.150,CONTACT,0.01547
86.764,6.568,0.150,CONTACT,0.01545
86.816,6.129,0.150,CONTACT,0.01545
86.867,5.681,0.150,CONTACT,0.01546
86.919,6.018,0.150,CONTACT,0.01546
86.971,6.590,0.150,CONTACT,0.01544
87.023,6.135,0.150,CONTACT,0.01543
87.073,5.633,0.150,CONTACT,0.01545
87.125,6.017,0.150,CONTACT,0.01544
87.177,6.599,0.150,CONTACT,0.01542
87.228,5.923,0.150,CONTACT,0.01543
87.279,5.766,0.150,CONTACT,0.01543
87.330,6.089,0.150,CONTACT,0.01543
87.382,6.670,0.150,CONTACT,0.01541
87.439,6.225,0.150,CONTACT,0.01540
87.489,5.543,0.150,CONTACT,0.01542
87.542,5.818,0.150,CONTACT,0.01542
87.593,6.180,0.150,CONTACT,0.01542
87.645,5.887,0.150,CONTACT,0.01542
87.697,5.560,0.150,CONTACT,0.01544
87.748,6.326,0.150,CONTACT,0.01543
87.799,6.653,0.150,CONTACT,0.01540
87.850,6.282,0.150,CONTACT,0.01539
87.903,5.761,0.150,CONTACT,0.01540
87.954,6.274,0.150,CONTACT,0.01539
88.006,6.493,0.150,CONTACT,0.01538
88.056,6.055,0.150,CONTACT,0.01537
88.108,5.545,0.150,CONTACT,0.01539
88.158,6.047,0.150,CONTACT,0.01539
88.209,6.269,0.150,CONTACT,0.01538
